certificado,producto,fec_nac,fec_ini,fec_fin,t_poliza,vigencia,moneda,beneficio,monto_prima,monto_gasto,dotal,sexo
A21803,producto002,12/8/1984,1/31/2019,2/2/2023,4,4,PEN,39135.28696,974.47262,97.447262,50,F
A21804,producto002,4/20/1960,2/1/2019,2/1/2024,4,4,PEN,53259.92342,1565.8379,156.58379,50,F
A21805,producto002,2/8/1965,2/1/2019,2/1/2024,4,4,PEN,50986.81918,1499.01048,149.901048,50,F
A21806,producto002,6/28/1987,2/1/2019,2/1/2024,4,4,PEN,42103.1358,1237.83242,123.783242,50,F
A21807,producto002,8/29/1973,2/1/2019,2/1/2024,4,4,PEN,41808.7043,1229.17784,122.917784,50,F
A21808,producto002,5/8/1978,2/1/2019,2/1/2024,4,4,PEN,41954.19844,1233.4586,123.34586,50,F
A21809,producto002,1/22/1961,2/1/2019,2/1/2024,4,4,PEN,40094.94236,1178.79102,117.879102,50,F
A21810,producto002,3/27/1995,2/1/2019,2/1/2023,4,4,PEN,17937.7803,385.66132,38.566132,50,F
A21811,producto002,5/13/1992,2/1/2019,2/1/2024,4,4,PEN,40709.81046,1196.86534,119.686534,50,F
A21812,producto002,4/19/1982,2/1/2019,2/1/2024,4,4,PEN,29444.56658,865.67514,86.567514,50,F
A21813,producto002,5/1/1979,2/1/2019,2/1/2024,4,4,PEN,23748.74656,617.46344,61.746344,50,F
A21814,producto002,5/1/1979,2/4/2019,2/4/2024,4,4,PEN,46696.34992,1372.87282,137.287282,50,F
A21815,producto002,12/26/1990,2/4/2019,2/4/2024,4,4,PEN,24976.70428,734.31578,73.431578,50,F
A21816,producto002,4/24/1992,2/4/2019,2/4/2023,4,4,PEN,51073.0341,1271.7166,127.17166,50,F
A21817,producto002,6/30/1975,2/4/2019,2/4/2024,4,4,PEN,45052.53808,1324.54366,132.454366,50,F
A21818,producto002,5/18/1978,2/4/2019,2/4/2023,4,4,PEN,35125.06272,874.6089,87.46089,50,F
A21819,producto002,2/27/1987,2/4/2019,2/4/2024,4,4,PEN,33501.16572,984.9367,98.49367,50,F
A21820,producto003,2/18/1981,2/4/2019,2/4/2023,4,4,PEN,30323.10468,755.04748,75.504748,50,F
A21821,producto002,1/11/1989,2/4/2019,2/4/2023,4,4,PEN,34802.39268,866.57472,86.657472,50,F
A21822,producto002,6/1/1986,2/4/2019,2/4/2024,4,4,PEN,61256.61058,1800.94882,180.094882,50,F
A21823,producto002,9/25/1993,2/5/2019,2/5/2024,4,4,PEN,24777.02854,728.44266,72.844266,50,F
A21824,producto002,7/19/1962,2/5/2019,2/5/2024,4,4,PEN,45466.7895,1182.14118,118.214118,50,F
A21825,producto002,6/24/1958,2/5/2019,2/5/2024,4,4,PEN,28749.2326,845.22262,84.522262,50,F
A21826,producto002,8/18/1986,8/22/2019,2/5/2024,4,4,PEN,21549.9559,570.21998,57.021998,50,F
A21827,producto002,11/17/1989,2/5/2019,2/5/2024,4,4,PEN,51082.4952,1501.81262,150.181262,50,F
A21828,producto002,1/9/1987,2/5/2019,2/5/2024,4,4,PEN,30455.6945,895.3923,89.53923,50,F
A21829,producto002,1/28/1994,2/5/2019,2/5/2024,4,4,PEN,48140.67214,1415.3392,141.53392,50,F
A21830,producto002,10/3/1988,2/5/2019,2/5/2023,4,4,PEN,30796.62498,766.83508,76.683508,50,F
A21831,producto002,12/20/1987,2/5/2019,2/5/2023,4,4,PEN,29353.94682,730.91392,73.091392,50,F
A21832,producto002,4/12/1985,2/5/2019,2/5/2024,4,4,PEN,48957.832,1439.35902,143.935902,50,F
A21833,producto002,10/4/1974,2/5/2019,2/5/2024,4,4,PEN,43432.94252,532.05504,53.205504,50,F
A21834,producto002,8/3/1984,2/5/2019,2/5/2023,4,4,PEN,28204.6765,702.2928,70.22928,50,F
A21835,producto002,11/29/1960,2/6/2019,2/6/2023,4,4,PEN,34187.02826,851.26118,85.126118,50,F
A21836,producto002,12/11/1991,2/6/2019,2/6/2024,4,4,PEN,20900.30404,614.46484,61.446484,50,F
A21837,producto002,10/7/1995,2/6/2019,2/6/2023,4,4,PEN,28240.98024,703.20272,70.320272,50,F
A21838,producto002,11/21/1993,2/6/2019,2/6/2024,4,4,PEN,40033.0678,1176.97118,117.697118,50,F
A21839,producto002,10/23/1957,2/6/2019,2/6/2024,4,4,PEN,56522.3692,1469.58284,146.958284,50,F
A21840,producto002,2/17/1961,2/6/2019,2/6/2024,4,4,PEN,42743.1301,1256.64088,125.664088,50,F
A21841,producto002,6/6/1993,2/6/2019,2/6/2024,4,4,PEN,25800.9884,758.55274,75.855274,50,F
A21842,producto002,12/16/1976,2/6/2019,2/6/2024,4,4,PEN,78050.67314,2029.31806,202.931806,50,F
A21843,producto002,9/16/1988,2/6/2019,2/6/2024,4,4,PEN,44068.03566,1295.602,129.5602,50,F
A21844,producto002,11/5/1994,2/6/2019,2/6/2024,4,4,PEN,43562.3166,1280.73308,128.073308,50,F
A21845,producto002,5/26/1983,2/6/2019,2/6/2024,4,4,PEN,46076.30148,1197.98206,119.798206,50,F
A21846,producto002,4/15/1994,2/6/2019,2/6/2024,4,4,PEN,48626.25922,1429.6084,142.96084,50,F
A21847,producto002,4/10/1985,2/6/2019,2/6/2024,4,4,PEN,45743.49824,1344.85142,134.485142,50,F
A21848,producto002,8/1/1992,2/6/2019,2/6/2024,4,4,PEN,27746.8213,815.75362,81.575362,50,F
A21849,producto002,7/15/1983,2/6/2019,2/6/2024,4,4,PEN,79868.9001,2348.14162,234.814162,50,F
A21850,producto002,10/2/1975,2/7/2019,2/7/2024,4,4,PEN,36069.97328,937.81732,93.781732,50,F
A21851,producto002,11/12/1984,2/7/2019,2/7/2024,4,4,PEN,39529.3547,1162.1643,116.21643,50,F
A21852,producto002,8/6/1994,2/7/2019,2/7/2024,4,4,PEN,35918.85418,933.88812,93.388812,50,F
A21853,producto002,11/16/1990,2/7/2019,2/7/2024,4,4,PEN,39778.67278,1169.49536,116.949536,50,F
A21854,producto002,4/3/1994,2/7/2019,2/7/2024,4,4,PEN,30940.09248,909.64082,90.964082,50,F
A21855,producto002,8/16/1989,2/7/2019,2/7/2024,4,4,PEN,48832.69732,1435.67798,143.567798,50,F
A21856,producto002,2/11/1979,2/7/2019,2/7/2024,4,4,PEN,28194.87418,828.92678,82.892678,50,F
A21857,producto002,6/20/1981,2/7/2019,2/7/2023,4,4,PEN,19169.72926,477.33576,47.733576,50,F
A21858,producto002,9/21/1990,2/7/2019,2/7/2024,4,4,PEN,31498.77302,818.96936,81.896936,50,F
A21859,producto002,5/3/1986,2/7/2019,2/7/2024,4,4,PEN,41297.62912,1214.15382,121.415382,50,F
A21860,producto002,5/9/1983,2/7/2019,2/7/2024,4,4,PEN,42307.41284,1243.83996,124.383996,50,F
A21861,producto002,3/26/1952,2/7/2019,2/7/2023,4,4,PEN,36895.20868,918.69866,91.869866,50,F
A21862,producto002,3/20/1977,2/7/2019,2/7/2024,4,4,PEN,41533.63962,1221.08162,122.108162,50,F
A21863,producto002,8/24/1992,2/8/2019,2/8/2024,4,4,PEN,75455.62266,2218.3953,221.83953,50,F
A21864,producto002,5/13/1988,2/8/2019,2/8/2024,4,4,PEN,48326.70942,1420.80906,142.080906,50,F
A21865,producto002,8/4/1994,2/8/2019,2/8/2023,4,4,PEN,24378.05964,607.0097,60.70097,50,F
A21866,producto002,5/17/1992,2/8/2019,2/8/2024,4,4,PEN,42109.35014,1238.01854,123.801854,50,F
A21867,producto002,1/25/1974,2/8/2019,2/8/2024,4,4,PEN,41304.51556,1214.35028,121.435028,50,F
A21868,producto002,3/9/1984,2/8/2019,2/8/2024,4,4,PEN,25548.36152,751.10794,75.110794,50,F
A21869,producto002,4/18/1987,2/8/2019,2/8/2024,4,4,PEN,38445.02992,1130.28608,113.028608,50,F
A21870,producto003,9/16/1985,2/8/2019,2/8/2024,4,4,PEN,40465.47626,1189.68938,118.968938,50,F
A21871,producto002,10/26/1989,2/8/2019,2/8/2024,4,4,PEN,35978.4436,1057.76132,105.776132,50,F
A21872,producto002,1/19/1979,2/8/2019,2/8/2023,4,4,PEN,28104.77142,699.80086,69.980086,50,F
A21873,producto002,4/9/1980,2/8/2019,2/8/2024,4,4,PEN,50984.63744,1498.94844,149.894844,50,F
A21874,producto002,9/29/1980,2/8/2019,2/8/2024,4,4,PEN,73396.32894,2157.8546,215.78546,50,F
A21875,producto002,9/29/1972,2/8/2019,2/8/2024,4,4,PEN,42800.85832,1258.34698,125.834698,50,F
A21876,producto002,10/3/1951,1/2/2020,2/8/2024,3,4,PEN,26668.59712,577.81988,57.781988,50,F
A21877,producto002,11/10/1985,2/8/2019,2/8/2024,4,4,PEN,89128.85608,2620.37314,262.037314,50,F
A21878,producto002,4/16/1983,2/8/2019,2/8/2024,4,4,PEN,30389.9321,893.46906,89.346906,50,F
A21879,producto002,4/17/1979,2/11/2019,2/11/2024,4,4,PEN,51629.86378,1517.92234,151.792234,50,F
A21880,producto002,4/19/1993,2/11/2019,2/11/2024,4,4,PEN,30632.34306,900.59332,90.059332,50,F
A21881,producto002,4/3/1991,2/11/2019,2/11/2023,4,4,PEN,28350.33608,705.92214,70.592214,50,F
A21882,producto002,3/19/1988,2/11/2019,2/11/2024,4,4,PEN,28030.53022,824.098,82.4098,50,F
A21883,producto002,5/1/1968,2/11/2019,2/11/2024,4,4,PEN,28010.36722,823.50862,82.350862,50,F
A21884,producto002,4/10/1987,2/11/2019,2/11/2023,4,4,PEN,40786.99856,1015.5948,101.55948,50,F
A21885,producto002,4/6/1989,2/11/2019,2/11/2024,4,4,PEN,27270.7677,801.7636,80.17636,50,F
A21886,producto002,9/19/1959,2/11/2019,2/11/2024,4,4,PEN,47419.8604,1394.1422,139.41422,50,F
A21887,producto002,5/16/1981,2/11/2019,2/11/2024,4,4,PEN,41300.15208,1214.2262,121.42262,50,F
A21888,producto002,9/5/1973,2/11/2019,2/11/2024,4,4,PEN,34887.90448,1025.70732,102.570732,50,F
A21889,producto002,11/29/1977,2/11/2019,2/11/2024,4,4,PEN,35142.64072,1033.19348,103.319348,50,F
A21890,producto002,6/8/1971,2/11/2019,2/11/2024,4,4,PEN,58587.45332,1722.47856,172.247856,50,F
A21891,producto002,3/20/1990,2/11/2019,2/11/2024,4,4,PEN,34201.90752,1005.53398,100.553398,50,F
A21892,producto002,7/3/1972,2/11/2019,2/11/2024,4,4,PEN,47513.6959,1396.90298,139.690298,50,F
A21893,producto002,7/1/1981,2/11/2019,2/11/2024,4,4,PEN,57318.6526,1685.17184,168.517184,50,F
A21894,producto002,10/16/1985,2/11/2019,2/11/2024,4,4,PEN,40545.75602,1192.0469,119.20469,50,F
A21895,producto002,11/16/1981,2/11/2019,2/11/2023,4,4,PEN,24074.28078,599.45116,59.945116,50,F
A21896,producto002,10/6/1964,2/11/2019,2/11/2024,4,4,PEN,66454.84912,1953.76368,195.376368,50,F
A21897,producto002,1/1/1995,2/11/2019,2/11/2024,4,4,PEN,21728.08308,638.8052,63.88052,50,F
A21898,producto002,9/25/1991,2/11/2019,2/11/2024,4,4,PEN,35029.09718,910.75754,91.075754,50,F
A21899,producto002,1/17/1979,2/12/2019,2/12/2023,4,4,PEN,37526.82758,934.40512,93.440512,50,F
A21900,producto002,4/20/1989,2/12/2019,2/12/2024,4,4,PEN,29703.54222,873.28538,87.328538,50,F
A21901,producto002,1/1/1983,2/12/2019,2/12/2024,4,4,PEN,43343.09826,1274.29126,127.429126,50,F
A21902,producto002,3/13/1957,2/12/2019,2/12/2024,4,4,PEN,47594.35824,1399.27084,139.927084,50,F
A21903,producto002,3/13/1990,2/12/2019,2/12/2024,4,4,PEN,60369.53164,1774.861,177.4861,50,F
A21904,producto002,11/17/1989,2/12/2019,2/12/2024,4,4,PEN,46492.3624,569.5272,56.95272,50,F
A21905,producto002,4/4/1985,2/12/2019,2/12/2024,4,4,PEN,30142.95086,886.20004,88.620004,50,F
A21906,producto002,12/12/1990,2/12/2019,2/12/2024,4,4,PEN,27371.76882,804.73118,80.473118,50,F
A21907,producto002,8/29/1982,2/12/2019,2/12/2024,4,4,PEN,46076.30148,1354.6434,135.46434,50,F
A21908,producto002,3/3/1979,2/12/2019,2/12/2024,4,4,PEN,50584.42774,1487.18152,148.718152,50,F
A21909,producto002,6/24/1957,2/13/2019,2/13/2024,4,4,PEN,45060.0656,1324.77114,132.477114,50,F
A21910,producto002,8/4/1966,2/13/2019,2/13/2024,4,4,PEN,43526.14728,1279.66806,127.966806,50,F
A21911,producto002,10/5/1968,2/13/2019,2/13/2024,4,4,PEN,41838.61792,1230.05674,123.005674,50,F
A21912,producto002,9/3/1992,2/13/2019,2/13/2024,4,4,PEN,30776.31722,904.82238,90.482238,50,F
A21913,producto002,2/22/1973,2/13/2019,2/13/2024,4,4,PEN,54944.25772,1615.35616,161.535616,50,F
A21914,producto002,10/29/1974,2/13/2019,2/13/2024,4,4,PEN,32307.97108,949.85308,94.985308,50,F
A21915,producto002,1/16/1991,2/13/2019,2/13/2024,4,4,PEN,31313.07696,920.60122,92.060122,50,F
A21916,producto002,8/17/1996,2/13/2019,2/13/2024,4,4,PEN,37593.25174,977.41952,97.741952,50,F
A21917,producto002,11/21/1985,2/13/2019,2/13/2023,4,4,PEN,30576.33128,761.35488,76.135488,50,F
A21918,producto002,6/2/1987,2/13/2019,2/13/2024,4,4,PEN,28963.29128,851.51968,85.151968,50,F
A21919,producto002,9/13/1993,2/13/2019,2/13/2023,4,4,PEN,41318.4332,1028.83,102.883,50,F
A21920,producto002,9/17/1976,2/13/2019,2/13/2024,4,4,PEN,35913.15684,1055.84842,105.584842,50,F
A21921,producto002,7/23/1993,2/13/2019,2/13/2024,4,4,PEN,48414.7752,1423.39406,142.339406,50,F
A21922,producto002,3/7/1994,2/14/2019,2/14/2024,4,4,PEN,40428.366,554.676892,55.4676892,50,F
A21923,producto002,12/4/1948,2/14/2019,2/14/2024,4,4,PEN,25577.05502,751.9765,75.19765,50,F
A21924,producto002,9/1/1978,2/14/2019,2/14/2024,4,4,PEN,38372.40176,1128.1457,112.81457,50,F
A21925,producto002,7/25/1959,2/14/2019,2/14/2023,4,4,PEN,32371.77922,806.0547,80.60547,50,F
A21926,producto002,4/1/1987,2/14/2019,2/14/2024,4,4,PEN,29999.0284,881.98132,88.198132,50,F
A21927,producto002,2/17/1991,2/14/2019,2/14/2024,4,4,PEN,49937.57802,1468.16626,146.816626,50,F
A21928,producto002,10/18/1976,2/14/2019,2/14/2024,4,4,PEN,44300.57192,1302.43674,130.243674,50,F
A21929,producto002,9/16/1973,2/14/2019,2/14/2024,4,4,PEN,57180.11728,1681.09788,168.109788,50,F
A21930,producto002,10/3/1977,2/14/2019,2/14/2024,4,4,PEN,29639.62034,871.4035,87.14035,50,F
A21931,producto002,10/10/1972,2/14/2019,2/14/2024,4,4,PEN,54527.3179,1603.09292,160.309292,50,F
A21932,producto002,6/8/1982,2/14/2019,2/14/2024,4,4,PEN,43726.85702,1285.5722,128.55722,50,F
A21933,producto002,2/23/1978,2/15/2019,2/15/2024,4,4,PEN,29252.76992,860.0295,86.00295,50,F
A21934,producto002,5/10/1994,2/15/2019,2/15/2024,4,4,PEN,31034.34158,912.41194,91.241194,50,F
A21935,producto002,12/10/1983,2/15/2019,2/15/2024,4,4,PEN,63120.2715,1855.74048,185.574048,50,F
A21936,producto002,7/10/1976,2/15/2019,2/15/2024,4,4,PEN,11810.74092,347.23788,34.723788,50,F
A21937,producto002,10/3/1987,2/15/2019,2/15/2024,4,4,PEN,45824.28466,583.80674,58.380674,50,F
A21938,producto002,4/1/1993,2/15/2019,2/15/2024,4,4,PEN,38772.4667,1139.91262,113.991262,50,F
A21939,producto002,10/5/1990,2/15/2019,2/15/2023,4,4,PEN,32286.83612,803.94534,80.394534,50,F
A21940,producto002,12/11/1990,2/15/2019,2/15/2024,4,4,PEN,43210.94272,1270.40342,127.040342,50,F
A21941,producto002,12/27/1982,2/15/2019,2/15/2024,4,4,PEN,46886.28538,1378.44608,137.844608,50,F
A21942,producto002,8/12/1979,2/15/2019,2/15/2023,4,4,PEN,93412.05632,2325.97266,232.597266,50,F
A21943,producto002,8/22/1969,2/15/2019,2/15/2024,4,4,PEN,37340.9454,1097.82882,109.782882,50,F
A21944,producto002,6/28/1982,2/15/2019,2/15/2023,4,4,PEN,64084.98316,1595.71016,159.571016,50,F
A21945,producto002,12/16/1979,2/18/2019,2/18/2024,4,4,PEN,65782.17008,1933.9936,193.39936,50,F
A21946,producto002,4/17/1989,2/18/2019,2/18/2024,4,4,PEN,30903.85078,908.5758,90.85758,50,F
A21947,producto002,6/3/1967,2/18/2019,2/18/2024,4,4,PEN,42330.95702,1244.53274,124.453274,50,F
A21948,producto002,5/20/1970,2/18/2019,2/18/2024,4,4,PEN,64037.47086,1664.96748,166.496748,50,F
A21949,producto002,5/28/1981,2/18/2019,2/18/2024,4,4,PEN,123124.129,3619.85822,361.985822,50,F
A21950,producto002,9/20/1982,2/18/2019,2/18/2024,4,4,PEN,18947.70878,492.63896,49.263896,50,F
A21951,producto002,11/28/1979,2/18/2019,2/18/2023,4,4,PEN,42558.62314,1059.70524,105.970524,50,F
A21952,producto003,4/27/1974,2/18/2019,2/18/2024,4,4,PEN,44613.2742,1311.629,131.1629,50,F
A21953,producto002,5/9/1986,2/18/2019,2/18/2023,4,4,PEN,16325.45376,406.50676,40.650676,50,F
A21954,producto002,11/9/1985,2/18/2019,2/18/2024,4,4,PEN,37956.67172,986.87028,98.687028,50,F
A21955,producto002,12/5/1998,2/18/2019,2/18/2024,4,4,PEN,39059.63952,1148.35006,114.835006,50,F
A21956,producto002,9/11/1990,2/18/2019,2/18/2023,4,4,PEN,32724.04234,814.83336,81.483336,50,F
A21957,producto002,3/28/1955,2/18/2019,2/18/2024,4,4,PEN,26252.10192,771.80862,77.180862,50,F
A21958,producto002,3/17/1999,6/21/2019,2/18/2023,4,3,PEN,18162.09626,423.97102,42.397102,50,F
A21959,producto002,12/4/1961,2/18/2019,2/18/2024,4,4,PEN,61086.652,1795.94426,179.594426,50,F
A21960,producto002,5/2/1992,2/19/2019,2/19/2024,4,4,PEN,29931.21868,879.97536,87.997536,50,F
A21961,producto002,1/5/1988,2/19/2019,2/19/2024,4,4,PEN,32068.56906,833.78658,83.378658,50,F
A21962,producto002,8/9/1979,2/19/2019,2/19/2024,4,4,PEN,62644.2696,1841.74012,184.174012,50,F
A21963,producto002,9/17/1988,2/19/2019,2/19/2024,4,4,PEN,36994.62778,1087.63358,108.763358,50,F
A21964,producto002,12/28/1977,2/19/2019,2/19/2024,4,4,PEN,45791.39312,1346.268,134.6268,50,F
A21965,producto002,9/19/1979,2/19/2019,2/19/2024,4,4,PEN,24857.13252,646.28102,64.628102,50,F
A21966,producto002,5/10/1976,2/19/2019,2/19/2023,4,4,PEN,16899.8511,420.80698,42.080698,50,F
A21967,producto002,1/1/1980,2/19/2019,2/19/2024,4,4,PEN,40786.55394,1199.1298,119.91298,50,F
A21968,producto002,1/2/1979,2/19/2019,2/19/2024,4,4,PEN,35087.43546,1031.5701,103.15701,50,F
A21969,producto002,9/10/1965,2/19/2019,2/19/2024,4,4,PEN,38715.8035,493.23868,49.323868,50,F
A21970,producto002,2/23/1983,2/19/2019,2/19/2024,4,4,PEN,32154.90806,945.35518,94.535518,50,F
A21971,producto002,3/27/1967,2/19/2019,2/19/2024,4,4,PEN,11419.91994,335.75014,33.575014,50,F
A21972,producto002,11/29/1984,2/19/2019,2/19/2024,4,4,PEN,52114.05496,1354.96394,135.496394,50,F
A21973,producto002,11/26/1976,2/19/2019,2/19/2024,4,4,PEN,76519.40186,1989.50906,198.950906,50,F
A21974,producto002,7/30/1994,2/19/2019,2/19/2024,4,4,PEN,36022.89526,1059.0745,105.90745,50,F
A21975,producto002,8/20/1988,2/19/2019,2/19/2024,4,4,PEN,42383.08096,1101.96482,110.196482,50,F
A21976,producto002,9/20/1985,2/19/2019,2/19/2024,4,4,PEN,54981.90566,1616.47288,161.647288,50,F
A21977,producto002,7/7/1980,2/19/2019,2/19/2023,4,4,PEN,55051.17332,1370.7738,137.07738,50,F
A21978,producto002,7/8/1978,2/19/2019,2/19/2024,4,4,PEN,55338.40818,1626.95764,162.695764,50,F
A21979,producto002,1/31/1995,2/19/2019,2/19/2024,4,4,PEN,48698.10154,1431.7281,143.17281,50,F
A21980,producto002,9/23/1984,2/19/2019,2/19/2024,4,4,PEN,38947.161,1145.0516,114.50516,50,F
A21981,producto002,2/21/1984,2/19/2019,2/19/2024,4,4,PEN,33719.96012,991.36818,99.136818,50,F
A21982,producto002,3/1/1998,2/20/2019,2/20/2024,4,4,PEN,47832.323,1406.27102,140.627102,50,F
A21983,producto002,1/22/1965,2/20/2019,2/20/2024,4,4,PEN,61767.68576,1815.97284,181.597284,50,F
A21984,producto002,7/2/1993,2/20/2019,2/20/2024,4,4,PEN,22650.50414,665.92702,66.592702,50,F
A21985,producto002,10/2/1987,2/20/2019,2/20/2024,4,4,PEN,40085.29514,1178.51184,117.851184,50,F
A21986,producto002,8/15/1976,2/20/2019,2/20/2024,4,4,PEN,77019.8682,2264.38762,226.438762,50,F
A21987,producto002,7/3/1993,2/20/2019,2/20/2024,4,4,PEN,59332.73984,1744.37868,174.437868,50,F
A21988,producto002,7/6/1994,2/20/2019,2/20/2024,4,4,PEN,45120.17202,1326.52894,132.652894,50,F
A21989,producto002,11/24/1987,2/20/2019,2/20/2024,4,4,PEN,40175.74946,1181.16922,118.116922,50,F
A21990,producto002,9/5/1989,2/20/2019,2/20/2024,4,4,PEN,43008.73368,1264.45792,126.445792,50,F
A21991,producto002,9/20/1981,2/20/2019,2/20/2023,4,4,PEN,23163.13032,576.7652,57.67652,50,F
A21992,producto002,7/30/1983,2/20/2019,2/20/2024,4,4,PEN,53652.58492,1577.38768,157.738768,50,F
A21993,producto002,12/11/1988,2/20/2019,2/20/2024,4,4,PEN,35390.98684,1040.49352,104.049352,50,F
A21994,producto002,12/6/1987,2/20/2019,2/20/2024,4,4,PEN,42190.62254,1240.40708,124.040708,50,F
A21995,producto002,6/30/1977,2/20/2019,2/20/2024,4,4,PEN,38129.50482,485.7759574,48.57759574,50,F
A21996,producto002,11/25/1978,2/20/2019,2/20/2024,4,4,PEN,48597.3796,1428.77086,142.877086,50,F
A21997,producto002,9/16/1995,2/20/2019,2/20/2024,4,4,PEN,33719.11224,991.33716,99.133716,50,F
A21998,producto002,5/11/1981,2/20/2019,2/20/2024,4,4,PEN,81418.02856,2393.68932,239.368932,50,F
A21999,producto002,1/20/1974,2/20/2019,2/20/2024,4,4,PEN,37399.18028,1099.53492,109.953492,50,F
A22000,producto002,5/4/1990,2/20/2019,2/20/2024,4,4,PEN,38123.13538,1120.82498,112.082498,50,F
A22001,producto002,3/30/1979,2/20/2019,2/20/2024,4,4,PEN,44866.37672,1319.0738,131.90738,50,F
A22002,producto002,7/21/1990,2/21/2019,2/21/2024,4,4,PEN,42090.20046,1237.44984,123.744984,50,F
A22003,producto002,8/23/1987,2/21/2019,2/21/2024,4,4,PEN,52869.65046,1554.37084,155.437084,50,F
A22004,producto002,3/15/1981,2/21/2019,2/21/2024,4,4,PEN,44967.40886,1322.04138,132.204138,50,F
A22005,producto002,8/3/1969,2/21/2019,2/21/2024,4,4,PEN,42273.16676,1242.82664,124.282664,50,F
A22006,producto002,5/29/1989,2/21/2019,2/21/2024,4,4,PEN,37396.2127,1099.4522,109.94522,50,F
A22007,producto002,2/15/1989,2/21/2019,2/21/2023,4,4,PEN,30122.19848,750.04292,75.004292,50,F
A22008,producto002,3/22/1982,2/21/2019,2/21/2024,4,4,PEN,34157.19736,1004.2208,100.42208,50,F
A22009,producto002,10/23/1977,2/21/2019,2/21/2024,4,4,PEN,45943.09126,1350.72454,135.072454,50,F
A22010,producto002,3/31/1985,2/21/2019,2/21/2024,4,4,PEN,40865.10692,1201.43562,120.143562,50,F
A22011,producto002,7/17/1972,2/21/2019,2/21/2024,4,4,PEN,45616.7195,1341.12902,134.112902,50,F
A22012,producto002,1/18/1990,2/21/2019,2/21/2024,4,4,PEN,46573.77956,1369.26416,136.926416,50,F
A22013,producto002,10/25/1992,2/21/2019,2/21/2024,4,4,PEN,42160.25396,1239.5075,123.95075,50,F
A22014,producto002,1/8/1970,2/21/2019,2/21/2024,4,4,PEN,35932.50298,1056.41712,105.641712,50,F
A22015,producto003,11/29/1990,2/21/2019,2/21/2024,4,4,PEN,47022.184,1382.44766,138.244766,50,F
A22016,producto002,6/7/1993,2/21/2019,2/21/2024,4,4,PEN,48014.31734,611.70406,61.170406,50,F
A22017,producto002,4/29/1986,2/21/2019,2/21/2024,4,4,PEN,52048.24086,1530.2166,153.02166,50,F
A22018,producto002,1/14/1996,2/22/2019,2/22/2024,4,4,PEN,34317.41566,1008.91516,100.891516,50,F
A22019,producto002,7/19/1980,2/22/2019,2/22/2024,4,4,PEN,38915.24142,1144.11066,114.411066,50,F
A22020,producto002,3/15/1970,2/22/2019,2/22/2023,4,4,PEN,40687.0728,1013.1132,101.31132,50,F
A22021,producto002,9/25/1962,2/21/2020,2/22/2024,3,4,PEN,47825.46758,1148.28802,114.828802,50,F
A22022,producto002,4/9/1978,2/22/2019,2/22/2024,4,4,PEN,49859.98666,1465.88112,146.588112,50,F
A22023,producto003,9/30/1977,2/22/2019,2/22/2024,4,4,PEN,33199.7754,976.07532,97.607532,50,F
A22024,producto002,1/3/1979,2/25/2019,2/25/2024,4,4,PEN,24394.128,717.1824,71.71824,50,F
A22025,producto002,7/4/1992,2/22/2019,2/22/2024,4,4,PEN,40184.35234,1044.79496,104.479496,50,F
A22026,producto002,10/21/1986,2/22/2019,2/22/2024,4,4,PEN,25869.57362,760.56904,76.056904,50,F
A22027,producto002,8/11/1952,2/22/2019,2/22/2024,4,4,PEN,24041.07904,625.06334,62.506334,50,F
A22028,producto002,5/4/1998,2/22/2019,2/22/2024,4,4,PEN,39202.47628,1152.5481,115.25481,50,F
A22029,producto002,6/19/1980,1/16/2020,2/22/2023,3,3,PEN,46897.82482,924.47872,92.447872,50,F
A22030,producto002,1/5/1968,2/22/2019,2/22/2024,4,4,PEN,46654.7521,1213.02676,121.302676,50,F
A22031,producto002,7/22/1983,2/25/2019,2/25/2024,4,4,PEN,43607.916,1282.07728,128.207728,50,F
A22032,producto002,6/25/1977,2/25/2019,2/25/2024,4,4,PEN,35213.34564,1035.27182,103.527182,50,F
A22033,producto002,11/16/1985,2/25/2019,2/25/2024,4,4,PEN,28587.86656,840.4869,84.04869,50,F
A22034,producto002,10/27/1990,2/25/2019,2/25/2024,4,4,PEN,38563.74346,1133.76032,113.376032,50,F
A22035,producto002,6/5/1995,2/25/2019,2/25/2024,4,4,PEN,54063.02088,1589.45446,158.945446,50,F
A22036,producto002,9/3/1991,2/25/2019,2/25/2024,4,4,PEN,50027.46364,1470.80296,147.080296,50,F
A22037,producto002,11/29/1984,2/25/2019,2/25/2024,4,4,PEN,59064.64432,1736.4996,173.64996,50,F
A22038,producto002,12/2/1963,2/25/2019,2/25/2024,4,4,PEN,36403.8829,1070.26238,107.026238,50,F
A22039,producto002,9/13/1992,2/25/2019,2/25/2024,4,4,PEN,43997.31006,1143.93488,114.393488,50,F
A22040,producto002,7/4/1974,2/25/2019,2/25/2024,4,4,PEN,74763.63884,2198.05652,219.805652,50,F
A22041,producto002,3/5/1978,2/25/2019,2/25/2024,4,4,PEN,43500.93836,1278.92358,127.892358,50,F
A22042,producto002,6/11/1986,2/25/2019,2/25/2024,4,4,PEN,33447.1599,983.34434,98.334434,50,F
A22043,producto002,4/1/1990,2/25/2019,2/25/2024,4,4,PEN,39768.13632,1169.1955,116.91955,50,F
A22044,producto002,8/8/1988,2/25/2019,2/25/2024,4,4,PEN,26414.93624,776.59604,77.659604,50,F
