certificado,producto,fec_nac,fec_ini,fec_fin,t_poliza,vigencia,moneda,beneficio,monto_prima,monto_gasto,dotal,sexo
A4229,producto001,7/8/1980,3/13/2020,4/4/2025,3,5,PEN,41802.32452,780.09096,78.009096,50,F
A4230,producto001,11/21/1992,2/29/2020,3/4/2025,3,5,PEN,8694.66818,138.0907,13.80907,50,F
A4231,producto001,9/12/1989,3/10/2020,4/11/2023,3,3,PEN,14239.75168,187.54692,18.754692,50,F
A4232,producto001,7/11/1959,2/28/2020,3/4/2025,3,5,PEN,40377.1313,765.44952,76.544952,50,F
A4233,producto001,3/4/1986,2/29/2020,4/4/2023,3,3,PEN,9733.31084,128.02988,12.802988,50,F
A4234,producto001,9/30/1976,2/28/2020,4/4/2023,3,3,PEN,78188.46398,1028.28198,102.828198,50,F
A4235,producto001,2/11/1969,2/29/2020,3/4/2025,3,5,PEN,95193.66934,1804.37136,180.437136,50,F
A4236,producto001,9/24/1969,2/28/2020,4/4/2023,3,3,PEN,17775.66978,233.71502,23.371502,50,F
A4237,producto001,2/15/1951,3/4/2020,3/4/2023,3,2,PEN,6190.23746,70.312,7.0312,50,F
A4238,producto001,9/2/1980,3/10/2020,4/11/2023,3,3,PEN,87273.3224,1149.43576,114.943576,50,F
A4239,producto001,9/22/1993,2/29/2020,3/4/2024,3,4,PEN,33444.04756,530.53506,53.053506,50,F
A4240,producto001,1/31/1982,2/29/2020,4/4/2023,3,3,PEN,47961.97626,630.69864,63.069864,50,F
A4241,producto001,9/23/1987,2/27/2020,4/4/2023,3,3,PEN,31752.59934,416.57792,41.657792,50,F
A4242,producto001,3/8/1995,3/11/2020,3/11/2025,3,4,PEN,8696.72584,138.0907,13.80907,50,F
A4243,producto001,6/23/1961,3/13/2020,3/18/2025,3,5,PEN,36654.41076,694.68256,69.468256,50,F
A4244,producto001,11/27/1970,4/23/2020,5/25/2023,3,3,PEN,95402.89924,1256.09286,125.609286,50,F
A4245,producto001,7/16/1969,3/4/2020,3/4/2025,3,4,PEN,8691.56618,138.0907,13.80907,50,F
A4246,producto001,10/22/1958,2/27/2020,4/4/2023,3,3,PEN,37799.09012,496.56816,49.656816,50,F
A4247,producto001,10/11/1982,2/28/2020,4/4/2023,3,3,PEN,52350.93402,688.0753,68.80753,50,F
A4248,producto001,7/1/1967,2/25/2020,2/25/2025,3,5,PEN,36823.29398,585.09924,58.509924,50,F
A4249,producto001,9/18/1974,2/28/2020,4/4/2023,3,3,PEN,28523.47938,374.48378,37.448378,50,F
A4250,producto001,8/10/1983,2/28/2020,4/4/2025,3,5,PEN,37262.18562,693.73128,69.373128,50,F
A4251,producto001,8/9/1988,2/27/2020,3/4/2025,3,5,PEN,48705.91858,923.42404,92.342404,50,F
A4252,producto001,12/30/1994,2/28/2020,4/4/2023,3,3,PEN,33476.8357,440.00836,44.000836,50,F
A4253,producto001,4/12/1979,2/29/2020,4/4/2024,3,4,PEN,87980.29922,1362.7603,136.27603,50,F
A4254,producto001,8/8/1990,2/28/2020,4/4/2025,3,5,PEN,39846.78236,738.60688,73.860688,50,F
A4255,producto001,3/20/1981,2/29/2020,4/18/2023,3,3,PEN,128698.2266,1657.97764,165.797764,50,F
A4256,producto001,10/29/1984,2/29/2020,4/4/2023,3,3,PEN,35292.3846,464.10056,46.410056,50,F
A4257,producto001,4/18/1977,2/29/2020,3/4/2023,3,3,PEN,40931.90332,538.5072,53.85072,50,F
A4258,producto001,2/14/1973,2/28/2020,3/4/2024,3,4,PEN,109977.1086,1743.36536,174.336536,50,F
A4259,producto001,12/22/1961,5/4/2020,5/5/2025,3,5,PEN,8690.53218,138.0907,13.80907,50,F
A4260,producto001,12/23/1961,2/28/2020,4/4/2023,3,3,PEN,54143.36268,710.84398,71.084398,50,F
A4261,producto001,2/18/1990,2/28/2020,3/4/2025,3,5,PEN,47719.88584,904.78102,90.478102,50,F
A4262,producto001,8/31/1994,3/5/2020,4/4/2025,3,5,PEN,46308.8274,861.4254,86.14254,50,F
A4263,producto001,6/18/1993,3/4/2020,4/4/2023,3,3,PEN,39091.5074,515.07676,51.507676,50,F
A4264,producto001,2/24/1984,3/11/2020,4/11/2023,3,3,PEN,54537.49246,718.58864,71.858864,50,F
A4265,producto001,8/16/1990,2/28/2020,3/4/2025,3,5,PEN,8695.69184,138.0907,13.80907,50,F
A4266,producto001,4/12/1988,2/26/2020,4/4/2025,3,5,PEN,46557.39066,868.62204,86.862204,50,F
A4267,producto001,8/25/1975,4/30/2020,6/5/2023,3,3,PEN,54534.38012,717.1307,71.71307,50,F
A4268,producto001,10/17/1956,2/28/2020,3/4/2023,3,3,PEN,8430.33642,110.83446,11.083446,50,F
A4269,producto001,5/2/1979,2/28/2020,4/4/2023,3,3,PEN,26969.00514,354.46554,35.446554,50,F
A4270,producto001,6/28/1985,2/28/2020,3/4/2025,3,5,PEN,9623.1278,182.79052,18.279052,50,F
A4271,producto001,9/22/1987,2/28/2020,3/4/2024,3,4,PEN,123796.0326,1959.6885,195.96885,50,F
A4272,producto001,1/23/1984,2/28/2020,4/4/2023,3,3,PEN,25897.98794,340.58926,34.058926,50,F
A4273,producto001,6/3/1983,3/18/2020,3/18/2025,3,4,PEN,8695.69184,138.0907,13.80907,50,F
A4274,producto001,6/19/1991,2/29/2020,3/4/2025,3,5,PEN,36643.29526,695.06514,69.506514,50,F
A4275,producto001,12/16/1966,2/29/2020,3/4/2025,3,5,PEN,109144.5007,2068.44462,206.844462,50,F
A4276,producto001,3/26/1993,2/29/2020,3/4/2025,3,5,PEN,8694.66818,138.0907,13.80907,50,F
A4277,producto001,7/6/1979,2/28/2020,4/4/2023,3,3,PEN,13308.10734,311.62692,31.162692,50,F
A4278,producto001,6/23/1988,2/29/2020,4/4/2023,3,3,PEN,51587.1389,678.37638,67.837638,50,F
A4279,producto001,1/25/1989,2/28/2020,4/4/2023,3,3,PEN,12040.45436,158.2537,15.82537,50,F
A4280,producto001,5/14/1973,3/18/2020,3/18/2025,3,4,PEN,8695.69184,138.0907,13.80907,50,F
A4281,producto001,9/27/1989,2/28/2020,4/4/2023,3,3,PEN,36187.99404,475.64,47.564,50,F
A4282,producto001,4/5/1954,3/2/2020,4/4/2023,3,3,PEN,27835.94176,366.57368,36.657368,50,F
A4283,producto001,11/17/1990,2/28/2020,3/4/2023,3,3,PEN,73090.98874,960.0173,96.00173,50,F
A4284,producto001,5/18/1985,2/28/2020,3/4/2025,3,5,PEN,54007.02978,1022.92586,102.292586,50,F
A4285,producto001,1/19/1972,2/28/2020,4/4/2023,3,3,PEN,33824.09426,444.07198,44.407198,50,F
A4286,producto001,12/17/1968,6/12/2020,6/19/2023,3,3,PEN,15492.24622,203.698,20.3698,50,F
A4287,producto001,3/28/1972,2/28/2020,4/4/2023,3,3,PEN,44688.41498,586.71228,58.671228,50,F
A4288,producto001,4/7/1980,2/28/2020,4/4/2023,3,3,PEN,8551.0766,112.3958,11.23958,50,F
A4289,producto001,12/25/1954,3/9/2020,4/11/2023,3,3,PEN,26807.0704,352.70774,35.270774,50,F
A4290,producto001,10/12/1976,2/28/2020,4/4/2023,3,3,PEN,37725.61408,496.02014,49.602014,50,F
A4291,producto001,9/19/1970,3/3/2020,4/4/2023,3,3,PEN,7444.89306,98.04388,9.804388,50,F
A4292,producto001,9/27/1971,3/18/2020,3/18/2025,3,4,PEN,8696.72584,138.0907,13.80907,50,F
A4293,producto001,8/28/1979,2/29/2020,3/4/2025,3,5,PEN,8883.59032,168.73846,16.873846,50,F
A4294,producto001,5/15/1985,2/29/2020,3/4/2025,3,5,PEN,8694.66818,138.0907,13.80907,50,F
A4295,producto001,3/30/1988,3/9/2020,4/11/2023,3,3,PEN,50116.61512,659.692,65.9692,50,F
A4296,producto001,2/14/1986,3/9/2020,3/11/2025,3,5,PEN,54570.98372,1036.20242,103.620242,50,F
A4297,producto001,2/13/1987,3/12/2020,4/4/2025,3,5,PEN,38991.01294,728.2462,72.82462,50,F
A4298,producto001,10/5/1988,2/29/2020,4/4/2023,3,3,PEN,48241.3217,634.37968,63.437968,50,F
A4299,producto001,8/29/1954,2/28/2020,3/4/2025,3,5,PEN,8695.69184,138.0907,13.80907,50,F
A4300,producto001,6/3/1988,2/28/2020,4/4/2023,3,3,PEN,59292.145,778.43656,77.843656,50,F
A4301,producto001,11/22/1985,2/29/2020,3/4/2024,3,4,PEN,25671.9969,407.396,40.7396,50,F
A4302,producto001,3/20/1973,3/4/2020,4/4/2023,3,3,PEN,42954.44868,565.97024,56.597024,50,F
A4303,producto001,12/27/1987,2/29/2020,4/4/2023,3,3,PEN,43409.20188,570.83004,57.083004,50,F
A4304,producto001,11/30/1983,3/6/2020,4/11/2023,3,3,PEN,46524.6749,611.85916,61.185916,50,F
A4305,producto001,9/4/1970,2/29/2020,3/4/2025,3,5,PEN,8694.66818,138.0907,13.80907,50,F
A4306,producto001,10/4/1975,3/2/2020,3/4/2025,3,5,PEN,41158.66986,780.95952,78.095952,50,F
A4307,producto001,1/15/1992,3/2/2020,4/4/2023,3,3,PEN,36078.42106,474.90586,47.490586,50,F
A4308,producto001,7/1/1993,3/11/2020,3/11/2025,3,4,PEN,8692.60018,138.0907,13.80907,50,F
A4309,producto001,9/29/1965,3/9/2020,4/11/2023,3,3,PEN,43340.99924,570.49916,57.049916,50,F
A4310,producto001,8/15/1968,3/5/2020,4/11/2023,3,3,PEN,35979.3225,841.78974,84.178974,50,F
A4311,producto001,3/28/1985,3/18/2020,3/18/2025,3,4,PEN,8696.72584,138.0907,13.80907,50,F
A4312,producto001,3/8/1992,4/30/2020,6/5/2023,3,3,PEN,42742.77854,562.22716,56.222716,50,F
A4313,producto001,8/25/1994,2/28/2020,3/4/2025,3,5,PEN,32551.64352,617.57718,61.757718,50,F
A4314,producto001,7/2/1983,2/29/2020,3/4/2025,3,5,PEN,8694.66818,138.0907,13.80907,50,F
A4315,producto001,11/2/1990,5/30/2020,6/4/2025,3,5,PEN,8884.97588,168.73846,16.873846,50,F
A4316,producto001,1/27/1978,3/2/2020,3/4/2025,3,5,PEN,61877.74472,1175.05828,117.505828,50,F
A4317,producto001,9/30/1990,3/13/2020,4/18/2023,3,3,PEN,38068.4161,500.3526,50.03526,50,F
A4318,producto001,3/23/1960,6/12/2020,7/18/2023,3,3,PEN,70839.45374,931.28244,93.128244,50,F
A4319,producto001,1/22/1987,7/22/2020,8/25/2023,3,3,PEN,38452.57812,505.90518,50.590518,50,F
A4320,producto001,2/13/1962,3/3/2020,3/4/2024,3,4,PEN,45718.86836,726.1265,72.61265,50,F
A4321,producto001,8/7/1988,5/30/2020,6/4/2025,3,5,PEN,8885.1103,168.73846,16.873846,50,F
A4322,producto001,3/6/1980,3/9/2020,4/11/2023,3,3,PEN,44031.83532,579.32952,57.932952,50,F
A4323,producto001,1/20/1970,4/22/2020,5/25/2023,3,3,PEN,56986.95574,1335.75222,133.575222,50,F
A4324,producto001,3/18/1985,3/11/2020,3/11/2025,3,4,PEN,8690.53218,138.0907,13.80907,50,F
A4325,producto001,9/11/1993,3/18/2020,3/18/2025,3,4,PEN,8696.72584,138.0907,13.80907,50,F
A4326,producto001,12/6/1980,3/11/2020,4/11/2023,3,3,PEN,52850.8937,696.36798,69.636798,50,F
A4327,producto001,4/16/1990,5/18/2020,6/4/2025,3,5,PEN,46800.74256,878.7449,87.87449,50,F
A4328,producto001,4/7/1975,4/30/2020,6/5/2023,3,3,PEN,111986.3567,1471.6922,147.16922,50,F
A4329,producto001,11/6/1982,5/18/2020,6/4/2025,3,5,PEN,46575.24784,874.5055,87.45055,50,F
A4330,producto001,10/2/1995,6/11/2020,6/11/2025,3,4,PEN,44645.04902,709.38604,70.938604,50,F
A4331,producto001,2/22/1988,3/13/2020,4/18/2023,3,3,PEN,10848.70732,142.5886,14.25886,50,F
A4332,producto001,3/19/1997,5/29/2020,7/4/2023,3,3,PEN,13515.68284,177.63086,17.763086,50,F
A4333,producto001,8/27/1989,5/30/2020,7/4/2023,3,3,PEN,9346.9981,122.84954,12.284954,50,F
A4334,producto001,11/6/1977,3/11/2020,3/11/2023,3,2,PEN,39435.85008,447.9288,44.79288,50,F
A4335,producto001,1/25/1972,5/29/2020,7/4/2023,3,3,PEN,14947.20414,196.44966,19.644966,50,F
A4336,producto001,7/7/1962,5/30/2020,6/4/2025,3,5,PEN,9622.77624,182.79052,18.279052,50,F
A4337,producto001,2/18/1979,3/9/2020,5/5/2025,3,5,PEN,44780.59608,815.65022,81.565022,50,F
A4338,producto001,10/22/1947,5/29/2020,7/4/2023,3,3,PEN,38103.6238,500.56974,50.056974,50,F
A4339,producto001,4/14/1983,7/4/2020,7/4/2025,3,4,PEN,8692.44508,138.0907,13.80907,50,F
A4340,producto001,4/17/1978,4/23/2020,5/25/2023,3,3,PEN,18570.3298,428.76878,42.876878,50,F
A4341,producto001,12/25/1979,3/12/2020,4/18/2023,3,3,PEN,17725.7069,232.9602,23.29602,50,F
A4342,producto001,4/11/1960,5/29/2020,7/4/2023,3,3,PEN,20455.52894,268.72626,26.872626,50,F
A4343,producto001,12/11/1977,3/9/2020,4/11/2023,3,3,PEN,17176.36338,226.12546,22.612546,50,F
A4344,producto001,4/16/1992,4/24/2020,4/25/2025,3,5,PEN,38516.90326,731.72044,73.172044,50,F
A4345,producto001,10/4/1994,5/22/2020,5/26/2025,3,5,PEN,8693.65486,138.0907,13.80907,50,F
A4346,producto001,1/19/1981,6/1/2020,6/4/2025,3,5,PEN,9620.65654,182.79052,18.279052,50,F
A4347,producto001,10/25/1985,3/13/2020,4/18/2023,3,3,PEN,13195.46338,173.43282,17.343282,50,F
A4348,producto001,4/10/1990,5/29/2020,6/4/2025,3,5,PEN,8696.7672,138.0907,13.80907,50,F
A4349,producto001,4/25/1996,5/28/2020,7/4/2023,3,3,PEN,36578.46346,480.293,48.0293,50,F
A4350,producto001,5/18/1991,3/13/2020,3/18/2025,3,5,PEN,39823.4243,755.17156,75.517156,50,F
A4351,producto001,5/26/1989,5/5/2020,5/5/2025,3,4,PEN,8694.68886,138.0907,13.80907,50,F
A4352,producto001,4/2/1982,3/11/2020,4/11/2025,3,5,PEN,11995.5374,225.34996,22.534996,50,F
A4353,producto001,9/1/1990,3/13/2020,4/18/2023,3,3,PEN,12246.26172,160.96278,16.096278,50,F
A4354,producto001,11/11/1983,3/10/2020,3/11/2025,3,5,PEN,18064.17646,608.58138,60.858138,50,F
A4355,producto001,3/3/1972,3/11/2020,4/11/2023,3,3,PEN,47274.31456,622.89194,62.289194,50,F
A4356,producto001,1/1/1978,3/10/2020,4/11/2023,3,3,PEN,27102.49454,357.00918,35.700918,50,F
A4357,producto001,9/27/1998,5/13/2020,5/19/2025,3,5,PEN,32432.04074,614.6613,61.46613,50,F
A4358,producto001,11/13/1992,3/12/2020,4/18/2023,3,3,PEN,8838.80778,116.00446,11.600446,50,F
A4359,producto001,8/31/1963,4/24/2020,4/25/2023,3,3,PEN,19618.53696,258.3966,25.83966,50,F
A4360,producto001,7/29/1996,5/30/2020,7/4/2023,3,3,PEN,10092.78094,132.65186,13.265186,50,F
A4361,producto001,2/10/1988,6/26/2020,7/4/2025,3,5,PEN,40650.8311,769.73028,76.973028,50,F
A4362,producto001,4/13/1959,3/11/2020,4/11/2023,3,3,PEN,38300.77658,504.65404,50.465404,50,F
A4363,producto001,8/3/1986,6/22/2020,6/26/2023,3,3,PEN,42076.67574,553.58292,55.358292,50,F
A4364,producto001,4/29/1990,4/22/2020,5/25/2023,3,3,PEN,36135.198,475.41252,47.541252,50,F
A4365,producto001,11/12/1989,5/8/2020,9/11/2023,3,3,PEN,43828.6233,576.63078,57.663078,50,F
A4366,producto001,9/6/1986,4/30/2020,6/5/2023,3,3,PEN,59275.82848,779.69804,77.969804,50,F
A4367,producto001,1/31/1990,5/4/2020,5/5/2025,3,5,PEN,8690.53218,138.0907,13.80907,50,F
A4368,producto001,10/4/1977,4/24/2020,4/25/2024,3,4,PEN,18595.91096,295.35176,29.535176,50,F
A4369,producto001,9/21/1991,3/12/2020,4/18/2023,3,3,PEN,49609.95512,651.7302,65.17302,50,F
A4370,producto001,11/1/1975,5/29/2020,7/4/2025,3,5,PEN,52327.00726,973.16978,97.316978,50,F
A4371,producto001,7/17/1988,5/29/2020,7/4/2023,3,3,PEN,42279.5362,548.75414,54.875414,50,F
A4372,producto001,6/23/1995,5/19/2020,9/25/2023,3,3,PEN,35392.71362,464.95878,46.495878,50,F
A4373,producto001,2/26/1965,5/28/2020,6/4/2025,3,5,PEN,39080.67108,738.47246,73.847246,50,F
A4374,producto001,10/21/1976,7/15/2020,10/4/2024,3,4,PEN,152334.9806,2293.8256,229.38256,50,F
A4375,producto001,12/5/1980,5/29/2020,7/4/2023,3,3,PEN,32337.18158,424.8189,42.48189,50,F
A4376,producto001,10/3/1993,5/30/2020,6/4/2025,3,5,PEN,8695.74354,138.0907,13.80907,50,F
A4377,producto001,5/18/1964,9/24/2020,10/25/2023,3,3,PEN,77654.45468,1022.75008,102.275008,50,F
A4378,producto001,4/29/1995,6/8/2020,7/11/2023,3,3,PEN,30313.76766,398.82414,39.882414,50,F
A4379,producto001,10/22/1980,7/3/2020,8/4/2023,3,3,PEN,20371.9714,268.31266,26.831266,50,F
A4380,producto001,10/1/1962,5/29/2020,7/4/2023,3,3,PEN,83098.19584,1092.44168,109.244168,50,F
A4381,producto001,2/21/1979,6/4/2020,6/4/2025,3,4,PEN,8692.62086,138.0907,13.80907,50,F
